Tipo,Precio,Área,Habitaciones,Baños,Estrato
Casa,365000000,90,4,3,6
Casa,450000000,128,3,3,5
Casa,400000000,115,3,4,6
Casa,450000000,210,3,3,5
Casa,430000000,126,3,3,5
Casa,450000000,128,3,3,4
Casa,220000000,200,8,4,6
Casa,720000000,105,4,4,6
Casa,420000000,142,5,4,6
Casa,400000000,130,5,2,5
Casa,950000010,186,9,7,5
Casa,750000000,350,5,5,4
Casa,1095000000,220,3,3,4
Casa,370000000,98,3,3,4
Casa,500000000,240,4,3,5
Casa,400000000,95,4,4,5
Casa,720000000,138,3,3,6
Casa,1000000000,500,3,4,4
Casa,360000000,115,3,3,6
Casa,300000000,96,3,2,4
Casa,350000000,140,3,3,5
Casa,710000000,270,4,4,5
Casa,460000000,186,4,4,5
Casa,390000000,180,4,3,6
Casa,380000000,86,3,3,4
Casa,658790440,132,3,3,5
Casa,800000000,217,5,3,5
Casa,700000000,240,6,3,4
Casa,1400000000,350,3,4,6
Casa,2500000000,315,3,5,5
Casa,2000000000,350,4,6,6
Casa,390000000,161,3,2,6
Casa,380000000,90,3,2,5
Casa,400000000,140,4,3,5
Casa,461203708,85,2,2,6
Casa,630000000,300,3,5,5
Casa,1200000000,360,5,5,5
Casa,360000000,90,3,1,5
Casa,240000000,120,3,2,6
Casa,370000000,100,4,4,5
Casa,355000000,160,4,3,4
Casa,890000000,290,4,3,4
Casa,338000000,110,4,2,5
Casa,340872004,75,2,1,4
Casa,268000000,81,2,2,5
Casa,520000000,250,4,3,5
Casa,650000000,200,4,3,5
Casa,750000000,175,2,3,5
Casa,380000000,89,4,3,5
Casa,420000000,161,3,3,4
Casa,285000000,74,2,1,4
Casa,850000001,147,3,3,6
Casa,275000000,90,3,3,4
Casa,1180000000,280,4,5,5
Casa,253000000,140,3,2,6
Casa,320000000,105,3,2,5
Casa,300000000,153,4,2,5
Casa,365000000,71,3,2,6
Casa,300000000,153,4,2,6
Casa,345290058,73,3,2,4
Casa,500000000,138,4,3,4
Casa,330000000,95,3,3,5
Casa,400000000,360,5,2,4
Casa,230000000,140,4,2,4
Casa,330000000,161,4,2,5
Casa,940000000,220,5,4,5
Casa,370000000,95,3,3,4
Casa,330000000,176,4,1,4
Casa,1233000000,189,4,3,5
Casa,360000000,120,5,2,4
Casa,990000000,412,7,2,4
Casa,269500000,90,3,2,4
Casa,370000000,157,3,2,4
Casa,720000000,134,5,5,5
Casa,500000000,110,4,2,4
Casa,370000000,95,3,2,6
Casa,585000000,114,3,4,5
Casa,700000000,185,5,3,6
Casa,405000000,89,3,2,5
Casa,395000000,112,3,3,6
Casa,357569693,71,2,1,5
Casa,344880108,73,3,2,4
Casa,430000000,94,3,2,5
Casa,600000000,170,2,3,6
Casa,570000000,270,4,4,6
Casa,490000000,250,4,3,4
Casa,500000000,300,4,3,4
Casa,240000000,120,5,3,4
Casa,400000000,90,3,3,4
Casa,400000000,153,3,4,6
Casa,1200000000,304,4,5,5
Casa,549000000,176,3,2,5
Casa,950000000,300,3,2,5
Casa,280000000,78,3,2,4
Casa,1600000000,345,5,6,4
Casa,550000000,144,4,3,5
Casa,345000000,85,3,1,5
Casa,390000000,88,3,2,6
Casa,235000000,70,3,2,6
Casa,419500000,125,3,2,4
Casa,350000000,108,4,2,5
Casa,530000000,131,4,4,5
Casa,498000000,192,5,4,5
Casa,390000000,230,10,6,6
Casa,300000000,92,3,2,5
Casa,450000000,144,3,4,4
Casa,354353142,70,6,4,5
Casa,600000000,200,4,4,6
Casa,850000000,150,3,3,4
Casa,480000000,246,7,6,4
Casa,700000000,140,3,3,4
Casa,850000000,400,8,5,4
Casa,600000000,350,4,3,6
Casa,380000000,135,4,3,6
Casa,500000000,250,9,4,4
Casa,420000000,156,6,2,6
Casa,320000000,84,3,2,5
Casa,550000000,310,4,3,6
Casa,550000000,171,4,3,5
Casa,340000000,98,4,4,4
Casa,1690000000,246,4,4,4
Casa,710000000,158,3,3,5
Casa,580000000,200,4,3,5
Casa,1300000000,450,6,7,4
Casa,1180000000,145,4,3,4
Casa,750000000,250,4,4,5
Casa,490000000,157,6,2,4
Casa,800000000,280,4,3,4
Casa,690000000,280,5,5,6
Casa,830000000,380,12,7,4
Casa,260000000,144,6,2,4
Casa,400000000,82,4,2,5
Casa,980000000,220,3,4,5
Casa,1400000000,400,6,5,4
Casa,1100000000,213,5,4,6
Casa,380000000,247,5,3,5
Casa,600000000,220,5,4,4
Casa,1050000000,350,4,4,4
Casa,980000000,420,5,5,5
Casa,1350000000,265,4,4,4
Casa,1800000000,300,3,4,4
Casa,600000000,250,6,3,5
Casa,600000000,550,8,4,5
Casa,400000000,150,6,3,4
Casa,1800000000,345,5,6,4
Casa,950000000,200,6,4,6
Casa,680000000,126,3,2,5
Casa,1100000000,163,3,3,4
Casa,850000000,340,11,8,4
Casa,750000000,260,5,5,4
Casa,355000000,97,4,3,4
Casa,1799999999,500,5,6,6
Casa,700000000,274,7,4,6
Casa,1299999996,376,4,6,5
Casa,1200000000,230,3,4,6
Casa,800000000,400,4,4,4
Casa,600000000,202,4,3,4
Casa,1350000000,531,5,5,4
Casa,1500000000,475,5,6,5
Casa,1280000000,380,3,5,5
Casa,1650000000,255,4,3,4
Casa,1850000000,485,6,5,6
Casa,370000000,147,7,5,6
Casa,650000000,280,4,3,4
Casa,1800000000,350,3,3,6
Casa,1650000000,280,4,5,4
Casa,1350000000,322,5,6,5
Casa,1680000000,450,5,4,4
Casa,1850000000,250,3,3,5
Casa,480000000,300,5,5,6
Casa,1800000000,211,3,4,5
Casa,1600000000,350,4,3,4
Casa,470000000,230,4,2,4
Casa,470000000,240,3,3,4
Casa,1000000000,220,4,2,4
Casa,1750000000,410,3,4,5
Casa,1600000000,240,3,3,5
Casa,1700000000,380,5,7,4
Casa,1450000000,250,3,5,5
Casa,1000000000,414,4,5,4
Casa,435000000,120,4,5,4
Casa,2200000000,400,3,3,5
Casa,600000000,290,6,6,4
Casa,2200000000,440,4,6,5
Casa,1250000000,450,6,7,5
Casa,1550000000,440,6,7,4
Casa,2300000000,540,7,8,5
Casa,1700000000,470,7,5,5
Casa,340000000,150,3,3,5
Casa,1150000000,157,4,4,4
Casa,570000000,161,3,7,4
Casa,280000000,224,4,1,4
Casa,900000000,375,5,4,5
Casa,850000000,140,4,3,6
Casa,2000000000,500,5,7,4
Casa,1700000000,310,3,4,5
Casa,420000000,216,8,4,5
Casa,2200000000,322,3,4,5
Casa,1550000000,302,5,5,5
Casa,1500000000,273,3,5,4
Casa,360000000,115,3,3,4
Casa,390000000,110,3,2,6
Casa,980000000,179,4,5,5
Casa,1300000000,250,3,5,5
Casa,570000000,250,4,4,4
Casa,1300000000,372,4,4,6
Casa,899000000,267,4,4,4
Casa,580000000,380,4,4,5
Casa,2100000000,310,4,6,4
Casa,1299999996,300,5,5,6
Casa,400000000,190,4,5,5
Casa,345000000,105,3,3,4
Casa,410000000,440,9,6,4
Casa,1500000000,194,4,5,6
Casa,580000000,396,4,4,5
Casa,875000000,164,4,5,4
Casa,550000000,280,4,5,4
Casa,1200000000,219,4,4,6
Casa,340000000,130,5,3,4
Casa,510000000,220,4,2,5
Casa,1800000000,273,5,6,5
Casa,350000000,140,4,3,5
Casa,999000000,300,10,6,6
Casa,550000000,280,4,5,5
Casa,410000000,440,9,6,4
Casa,2200000000,230,3,4,4
Casa,370000000,130,5,3,4
Casa,1900000000,347,5,8,5
Casa,2147483647,440,4,4,5
Casa,345000000,104,3,3,5
Casa,340000000,170,4,2,6
Casa,480000000,220,3,3,5
Casa,890000000,400,5,4,4
Casa,480000000,339,3,4,5
Casa,2200000000,460,3,3,4
Casa,650000000,180,4,3,6
Casa,360000000,191,7,4,5
Casa,500000000,150,3,3,5
Casa,750000000,260,4,4,5
Casa,1900000000,300,5,6,5
Casa,370000000,90,3,2,4
Casa,348495249,76,6,5,4
Casa,600000000,180,4,4,5
Casa,2400000000,550,5,5,5
Casa,1500000000,400,5,4,4
Casa,1200000000,295,4,4,5
Casa,690000000,250,7,4,5
Casa,1199000000,261,4,4,4
Casa,590000000,250,5,4,5
Casa,1800000000,325,5,5,6
Casa,1200000000,240,4,2,5
Casa,945000000,274,3,5,4
Casa,470000000,360,12,7,4
Casa,570000000,220,4,4,5
Casa,2400000000,350,4,3,5
Casa,1000000000,326,8,2,4
Casa,1600000000,264,3,5,4
Casa,390000000,78,3,4,4
Casa,1500000000,388,4,4,6
Casa,320000000,96,3,3,4
Casa,1500000000,218,3,6,5
Casa,359309522,70,3,2,5
Casa,420000000,280,8,4,6
Casa,350000000,136,5,4,5
Casa,420000000,110,4,2,5
Casa,650000000,370,4,3,4
Casa,330000000,108,3,3,4
Casa,360000000,105,4,4,5
Casa,600000000,125,4,3,5
Casa,1200000000,263,4,4,5
Casa,340000000,140,3,1,6
Casa,340000000,150,6,4,4
Casa,1430000000,210,3,4,5
Casa,1000000000,394,9,4,4
Casa,365000000,82,3,3,5
Casa,900000000,300,5,4,5
Casa,680000000,330,5,3,6
Casa,1800000000,140,3,3,5
Casa,850000000,160,4,4,5
Casa,860000000,174,4,5,4
Casa,570000000,150,4,3,5
Casa,365000000,280,3,3,6
Casa,1300000000,286,3,4,6
Casa,2250000000,500,5,4,6
Casa,1600000000,340,4,5,5
Casa,1650000000,374,6,6,5
Casa,950000000,300,4,5,4
Casa,370000000,140,4,3,5
Casa,660000000,172,5,3,6
Casa,960000000,214,7,3,4
Casa,1300000000,434,11,10,5
Casa,360000000,110,3,3,5
Casa,430000000,200,4,3,5
Casa,2500000010,550,4,5,6
Casa,1300000000,345,3,3,5
Casa,1750000010,380,4,4,5
Casa,340000000,180,5,3,4
Casa,750000000,205,4,4,6
Casa,800000000,200,3,4,6
Casa,510000000,135,3,3,6
Casa,800000000,284,3,3,5
Casa,550000000,264,8,4,5
Casa,870000000,160,4,4,5
Casa,495000000,192,4,2,4
Casa,379276018,70,3,2,6
Casa,625000000,157,4,2,4
Casa,725000000,142,4,4,5
Casa,795000000,209,6,4,4
Casa,650000000,144,9,3,4
Casa,1100000000,230,4,6,6
Casa,560000001,106,3,2,4
Casa,1550000000,400,5,5,4
Casa,2000000000,560,4,4,4
Casa,1550000010,480,4,5,5
Casa,630000000,250,4,4,4
Casa,390000000,240,10,4,6
Casa,800000000,490,5,5,6
Casa,950000000,230,4,4,5
Casa,410000000,115,3,3,4
Casa,330000000,80,3,1,6
Casa,245000000,106,3,1,5
Casa,600000000,330,5,4,4
Casa,880000000,210,5,4,5
Casa,1800000000,400,5,5,4
Casa,335000000,95,3,3,4
Casa,1000000000,400,6,7,4
Casa,480000000,120,3,3,5
Casa,430000000,115,3,3,6
Casa,1550000010,436,10,6,6
Casa,1500000000,345,7,7,5
Casa,480000000,120,3,3,5
Casa,910000000,205,4,4,5
Casa,1170000000,223,3,3,5
Casa,320000000,120,5,3,4
Casa,449999998,107,3,3,4
Casa,340000000,177,4,5,4
Casa,680000000,200,4,4,6
Casa,340000000,152,4,2,5
Casa,400000000,80,3,2,5
Casa,333064747,73,7,3,4
Casa,400000000,187,3,3,6
Casa,420000000,180,5,4,4
Casa,750000000,380,4,3,5
Casa,500000000,220,4,4,4
Casa,900000000,156,3,4,6
Casa,690000000,120,3,4,5
Casa,2500000000,400,6,7,6
Casa,2350000000,349,4,5,4
Casa,364672269,71,3,2,6
Casa,700000000,270,5,4,4
Casa,1300000000,210,3,4,5
Casa,410000000,260,6,2,5
Casa,1480000000,210,3,4,4
Casa,1500000000,450,5,5,5
Casa,500000000,185,6,2,5
Casa,570000010,277,8,5,4
Casa,1590000000,258,3,5,6
Casa,750000000,155,4,3,4
Casa,2100000000,500,4,4,4
Casa,749000000,349,8,5,5
Casa,1200000000,340,5,4,6
Casa,360000000,200,7,3,4
Casa,930000000,161,4,5,5
Casa,1150000000,260,4,3,6
Casa,750000000,349,8,5,5
Casa,950000010,267,3,4,6
Casa,1150000000,228,4,4,4
Casa,530000000,500,4,4,4
Casa,360000000,186,4,2,4
Casa,225000000,70,3,1,4
Casa,450000100,129,3,4,5
Casa,286000000,92,3,2,5
Casa,345461702,70,4,2,4
Casa,850000000,350,4,4,5
Casa,600000000,300,4,3,5
Casa,400000000,370,7,4,4
Casa,1300000000,420,6,3,6
Casa,942000000,296,5,5,5
Casa,450000000,262,4,3,4
Casa,1300000000,485,6,5,4
Casa,1390000000,430,4,6,6
Casa,350000000,280,8,2,4
Casa,350000000,95,3,3,4
Casa,850000000,310,6,4,6
Casa,1750000000,346,3,3,5
Casa,470000000,160,4,4,4
Casa,365000000,110,5,2,4
Casa,1400000000,300,5,4,5
Casa,590000000,250,4,4,4
Casa,360000000,90,3,2,5
Casa,520000000,210,3,3,5
Casa,690000000,169,4,2,4
Casa,360000000,100,3,2,6
Casa,560000000,130,3,2,4
Casa,470000100,130,3,3,6
Casa,255000000,72,3,1,4
Casa,1100000000,271,5,4,5
Casa,899999999,150,4,2,5
Casa,2050000000,360,3,4,4
Casa,900000000,114,3,3,4
Casa,1250000000,247,4,6,4
Casa,1700000000,220,2,2,5
Casa,950000000,204,3,4,4
Casa,1400000000,377,5,4,4
Casa,2200000000,367,4,4,5
Casa,650000000,120,3,3,5
Casa,600000000,147,4,4,5
Casa,850000000,300,6,3,5
Casa,855000000,163,3,3,5
Casa,850000000,331,3,3,5
Casa,365000000,115,3,3,5
Casa,2400000000,340,3,4,4
Casa,480000000,148,3,3,6
Casa,1750000000,500,5,6,4
Casa,1400000000,400,5,5,5
Casa,650000000,180,3,3,6
Casa,690000000,140,3,3,6
Casa,365000000,95,3,3,5
Casa,300000000,90,3,2,4
Casa,350000000,110,3,2,6
Casa,2200000000,300,3,5,4
Casa,450000000,120,6,7,5
Casa,368999999,142,3,1,4
Casa,360000000,176,4,3,6
Casa,1350000000,400,3,4,4
Casa,450000000,405,3,2,5
Casa,480000000,95,3,3,5
Casa,370000000,133,5,4,4
Casa,420000000,200,5,3,6
Casa,420000000,201,3,3,5
Casa,750000000,240,3,3,4
Casa,403000000,81,4,2,6
Casa,980000000,353,5,4,5
Casa,360000000,71,3,2,5
Casa,215000000,90,5,2,5
Casa,900000000,171,4,3,5
Casa,1290000000,332,4,4,5
Casa,1050000000,178,3,3,4
Casa,1500000000,350,4,5,5
Casa,1300000000,230,4,5,4
Casa,1750000000,230,3,4,4
Casa,320000000,158,3,1,6
Casa,700000000,164,4,4,4
Casa,385000000,145,5,2,6
Casa,370000000,176,4,3,6
Casa,600000000,120,3,3,6
Casa,640000000,190,4,3,4
Casa,570000010,353,10,4,6
Casa,430000000,140,3,3,5
Casa,1100000000,220,3,3,6
Casa,500000000,182,9,3,4
Casa,820000000,160,3,6,6
Casa,490000000,100,3,3,4
Casa,850000000,238,7,2,5
Casa,400000000,104,3,2,6
Casa,850000000,262,5,3,4
Casa,350000000,156,7,3,4
Casa,850000000,462,6,7,5
Casa,1550000000,380,5,5,6
Casa,565000000,103,3,1,6
Casa,940000000,220,4,2,6
Casa,1200000000,300,3,3,4
Casa,265000000,103,3,1,4
Casa,1700000000,392,4,6,6
Casa,950000000,189,3,4,4
Casa,580000000,105,3,3,4
Casa,630000000,135,5,4,5
Casa,1390000000,260,4,3,4
Casa,750000000,167,4,3,6
Casa,650000000,147,3,3,5
Casa,1490000000,355,3,3,6
Casa,650000000,200,4,2,6
Casa,2600000000,430,3,5,4
Casa,2500000000,335,3,5,5
Casa,950000000,158,3,4,6
Casa,270000000,90,5,2,6
Casa,650000000,414,9,4,6
Casa,350000000,130,4,3,6
Casa,1350000000,207,3,5,5
Casa,1650000000,217,3,3,5
Casa,1100000000,208,3,3,4
Casa,2400000000,286,3,5,6
Casa,1990000000,310,3,3,6
Casa,340000000,95,4,3,4
Casa,820000000,210,4,3,5
Casa,2400000000,275,3,5,5
Casa,1700000000,392,4,6,6
Casa,1000000215,362,8,5,4
Casa,750000000,221,3,3,6
Casa,680000000,280,3,4,4
Casa,519000010,137,4,3,5
Casa,350000000,130,4,3,5
Casa,1500000000,280,3,5,6
Casa,850000000,122,3,3,5
Casa,1500000000,270,4,4,4
Casa,1800000000,243,3,5,5
Casa,330163720,77,3,2,4
Casa,260000000,150,3,2,4
Casa,420000000,204,4,3,5
Casa,400000000,88,3,3,5
Casa,2200000000,440,5,6,4
Casa,650000000,350,4,4,5
Casa,400000000,215,6,3,4
Casa,1100000000,240,4,4,5
Casa,470000000,156,3,4,5
Casa,440000000,173,5,3,4
Casa,670000000,171,4,3,4
Casa,600000000,170,4,2,5
Casa,450000000,110,3,2,6
Casa,670000000,238,3,4,5
Casa,420000000,200,4,3,4
Casa,770000000,164,3,3,4
Casa,975000000,327,3,3,5
Casa,1390000000,300,4,5,4
Casa,900000000,185,5,5,4
Casa,450000000,324,8,2,6
Casa,950000000,335,6,4,4
Casa,870000000,200,4,3,5
Casa,390000000,179,4,3,4
Casa,1350000000,445,5,5,5
Casa,1550000000,160,2,3,6
Casa,1300000000,258,6,5,6
Casa,700000000,170,4,3,4
Casa,330000000,231,4,1,5
Casa,800000000,254,5,3,4
Casa,1150000000,400,5,4,4
Casa,620000000,113,3,3,4
Casa,900000000,161,4,5,5
Casa,930000000,274,4,4,4
Casa,650000000,250,4,3,4
Casa,1000000000,320,5,4,5
Casa,390000000,115,4,3,5
Casa,1200000000,230,3,3,4
Casa,340000000,170,6,4,5
Casa,290000000,98,3,2,4
Casa,1550000000,422,4,5,4
Casa,1400000000,212,3,3,4
Casa,250000000,90,4,1,4
Casa,724900000,123,3,2,4
Casa,310000000,136,4,2,4
Casa,1700000000,260,4,3,5
Casa,800000000,400,8,5,5
Casa,400000000,120,4,1,5
Casa,1300000000,360,5,4,5
Casa,670000000,170,3,3,5
Casa,2200000000,430,3,3,4
Casa,1800000000,261,5,5,5
Casa,1600000000,350,4,3,5
Casa,500000000,307,3,1,5
Casa,370000000,120,3,3,5
Casa,1700000000,406,6,8,5
Casa,370000000,110,4,3,5
Casa,1450000010,589,10,6,4
Casa,320000000,70,2,1,5
Casa,600000000,360,5,2,4
Casa,250000000,120,3,2,6
Casa,380000000,190,4,2,5
Casa,370000000,301,5,5,6
Casa,300000000,72,4,2,5
Casa,340000000,228,5,3,4
Casa,470000000,290,8,3,5
Casa,600000000,215,5,2,4
Casa,253000010,80,2,2,5
Casa,1250000000,183,4,4,5
Casa,500000000,140,3,3,4
Casa,760000000,280,3,3,4
Casa,1100000000,200,4,3,6
Casa,360000000,154,5,4,4
Casa,1580000000,293,4,6,4
Casa,890000000,167,5,3,5
Casa,650000000,250,7,3,5
Casa,380000000,139,3,2,5
Casa,570000000,320,5,4,5
Casa,750000000,342,4,5,5
Casa,370000000,105,3,2,4
Casa,1200000000,256,6,2,4
Casa,600000000,300,3,3,5
Casa,330000000,85,3,2,4
Casa,390000000,150,3,2,4
Casa,720000000,200,4,4,4
Casa,420000000,102,3,2,4
Casa,420000000,168,4,3,5
Casa,595000000,286,4,4,5
Casa,800000000,250,4,4,5
Casa,619888888,318,4,3,4
Casa,510000000,234,4,3,6
Casa,380000000,112,4,3,6
Casa,510000010,277,4,4,4
Casa,620000000,151,3,3,4
Casa,395000000,300,5,3,5
Casa,610000000,217,4,4,4
Casa,2200000000,229,3,4,5
Casa,245000000,110,4,2,4
Casa,650000000,147,3,3,6
Casa,500000000,323,4,3,6
Casa,510000000,210,8,1,5
Casa,840000000,240,7,3,5
Casa,520000000,126,4,3,4
Casa,490000000,115,3,3,6
Casa,430000000,114,3,3,5
Casa,350000000,80,2,1,4
Casa,980000000,175,3,4,6
Casa,950000000,300,4,5,4
Casa,550000000,180,4,2,4
Casa,995000000,349,4,3,4
Casa,420000000,120,3,4,5
Casa,400000000,260,4,4,5
Casa,229000000,80,2,2,4
Casa,250000000,72,2,2,5
Casa,240000000,138,3,2,6
Casa,330000000,100,4,3,5
Casa,450000000,134,5,4,4
Casa,990000000,211,5,4,6
Casa,320000000,75,3,2,4
Casa,380000000,75,3,2,4
Casa,880000000,325,5,3,4
Casa,440000000,137,3,3,4
Casa,365000010,146,8,3,4
Casa,410000000,95,3,3,5
Casa,400000000,125,4,3,5
Casa,630000000,280,6,3,5
Casa,1150000000,260,4,3,5
Casa,550000000,125,3,3,5
Casa,400000000,400,6,6,5
Casa,990000000,230,4,5,4
Casa,1800000000,329,3,6,5
Casa,850000000,95,2,2,5
Casa,890000000,144,4,4,5
Casa,1100000000,240,4,3,4
Casa,290000000,80,3,2,5
Casa,990000000,211,5,4,4
Casa,450000000,229,5,5,5
Casa,750000000,206,3,3,6
Casa,2000000000,240,5,7,5
Casa,1550000000,480,6,6,5
Casa,540000010,124,3,2,4
Casa,600000000,132,5,3,4
Casa,1600000000,300,3,5,4
Casa,420000000,128,3,3,4
Casa,790000000,286,4,3,4
Casa,225000000,100,3,2,4
Casa,269000000,96,3,1,4
Casa,320000000,96,3,2,4
Casa,437000000,240,7,4,5
Casa,450000000,200,4,2,4
Casa,720000000,150,3,3,6
Casa,750000000,362,5,3,5
Casa,900000000,450,3,3,5
Casa,730000000,165,3,4,5
Casa,330000000,150,3,3,5
Casa,369000000,126,3,3,5
Casa,750000000,100,3,4,4
Casa,750000000,170,3,4,5
Casa,650000000,230,8,4,6
Casa,580000000,290,3,5,5
Casa,380000000,108,4,4,6
Casa,460000000,100,4,1,5
Casa,2100000000,490,5,4,4
Casa,1000000000,163,3,3,5
Casa,1380000000,252,3,5,4
Casa,1600000000,430,4,5,5
Casa,376909732,80,3,2,6
Casa,290000000,85,5,1,4
Casa,1000000000,290,4,5,6
Casa,250000000,72,3,1,4
Casa,800000000,230,5,2,5
Casa,420000000,100,4,2,4
Casa,380000000,120,3,2,6
Casa,930000000,150,3,4,4
Casa,390000000,120,3,1,4
Casa,275000000,90,3,3,4
Casa,1560000000,282,4,6,5
Casa,750000000,90,5,1,5
Casa,420000000,140,5,3,5
Casa,1300000000,430,5,5,4
Casa,1200000000,198,4,2,6
Casa,310000000,121,3,3,5
Casa,419000000,98,3,2,5
Casa,750000000,120,3,2,4
Casa,500000000,140,5,3,4
Casa,800000000,220,6,4,6
Casa,470000000,192,4,1,6
Casa,372489171,79,2,1,6
Casa,660000000,158,4,2,5
Casa,850000000,192,3,3,4
Casa,420000000,350,2,2,4
Casa,500000000,350,3,2,4
Casa,410000000,152,4,3,5
Casa,620000000,97,3,2,5
Casa,870000000,305,12,10,6
Casa,850000000,180,4,3,5
Casa,1400000000,288,3,4,5
Casa,290000000,144,5,2,6
Casa,380000000,96,4,3,5
Casa,400000000,440,2,1,5
Casa,400000000,115,3,3,4
Casa,950000000,350,4,4,6
Casa,700000000,250,4,4,4
Casa,850000000,341,4,2,4
Casa,380000000,144,3,2,4
Casa,980000000,200,1,1,4
Casa,420000000,137,6,3,6
Casa,2360000000,327,3,5,4
Casa,480000000,100,4,3,5
Casa,1300000000,322,4,2,5
Casa,950000000,194,3,2,5
Casa,1030000000,260,3,3,4
Casa,360000000,98,7,2,5
Casa,330000000,234,3,2,6
Casa,820000000,173,3,3,4
Casa,750000000,183,3,3,5
Casa,310000000,80,3,2,5
Casa,31000000,100,4,2,5
Casa,360000000,90,3,2,5
Casa,929000000,197,3,3,6
Casa,320000000,316,3,1,6
Casa,340000000,230,4,2,4
Casa,260000000,76,3,1,4
Casa,2200000000,500,7,5,6
Casa,1500000000,380,4,5,5
Casa,400000000,100,3,2,5
Casa,400000000,360,5,2,5
Casa,500000000,280,7,4,5
Casa,530000000,132,4,2,4
Casa,420000000,121,4,3,5
Casa,300000000,97,3,2,5
Casa,700000000,152,4,4,5
Casa,950000000,225,5,3,5
Casa,290000000,144,4,2,4
Casa,380000000,205,3,4,4
Casa,490000000,115,3,2,5
Casa,850000000,225,5,5,5
Casa,610000000,102,3,3,4
Casa,450000000,132,4,3,4
Casa,650000000,315,4,2,4
Casa,1150000000,177,3,4,5
Casa,1150000000,350,4,4,5
Casa,680000000,380,6,5,6
Casa,350000000,120,4,2,4
Casa,400000000,450,8,7,5
Casa,340000000,80,3,2,5
Casa,1350000000,162,5,5,6
Casa,1071000000,306,4,5,4
Casa,900000000,268,4,4,6
Casa,750000010,240,4,5,4
Casa,900000010,212,4,3,5
Casa,2300000000,320,3,5,6
Casa,310000000,80,3,2,4
Casa,280000000,87,3,1,4
Casa,390000000,110,4,3,5
Casa,370000000,94,3,2,5
Casa,260000000,160,4,2,6
Casa,745000000,440,7,3,4
Casa,430000000,117,4,4,5
Casa,380000000,92,3,3,6
Casa,320000000,123,6,2,4
Casa,600000000,530,5,2,4
Casa,500000000,220,4,3,5
Casa,840000000,300,4,5,4
Casa,440000000,160,4,4,5
Casa,370000000,112,3,3,6
Casa,980000000,250,4,2,6
Casa,590000000,136,3,3,4
Casa,320000000,161,3,2,4
Casa,680000000,160,4,3,6
Casa,480000000,230,4,3,4
Casa,480000000,250,4,4,4
Casa,530000000,376,4,5,4
Casa,1800000000,290,3,4,4
Casa,2050000000,360,4,4,5
Casa,1350000000,250,4,5,6
Casa,630000000,134,4,2,4
Casa,322373311,78,2,2,4
Casa,690000000,196,4,3,5
Casa,395000000,90,3,2,4
Casa,1800000000,336,6,6,4
Casa,495000000,99,3,3,4
Casa,450000000,100,4,1,5
Casa,370000000,400,7,4,4
Casa,1380000000,100,3,2,6
Casa,549000000,148,3,2,4
Casa,1150000000,223,3,2,5
Casa,367000000,150,5,4,5
Casa,580000000,204,3,3,4
Casa,1300000000,300,4,5,5
Casa,500000000,105,3,3,5
Casa,580000000,140,5,3,6
Casa,610000000,141,3,3,4
Casa,850000000,160,3,2,4
Casa,1120000000,250,4,3,6
Casa,290000000,72,6,3,4
Casa,380000000,72,4,2,6
Casa,2260000000,235,4,5,4
Casa,650000000,172,4,2,4
Casa,2250000000,328,3,3,4
Casa,1100000000,155,3,4,5
Casa,420000000,100,3,2,4
Casa,690000000,200,4,4,6
Casa,420000000,95,2,2,5
Casa,380000000,316,10,6,6
Casa,790000000,300,3,3,5
Casa,380000000,91,6,2,5
Casa,700000000,149,4,2,5
Casa,500000000,180,4,3,6
Casa,480000000,113,3,3,4
Casa,890000000,173,3,4,5
Casa,490000000,180,4,2,5
Casa,380000000,200,4,3,4
Casa,420000000,108,7,3,5
Casa,290000000,92,4,2,4
Casa,460000000,107,3,3,5
Casa,750000000,160,4,3,5
Casa,1890000000,291,4,5,4
Casa,335954189,77,2,2,4
Casa,405000000,110,3,1,5
Casa,1820000010,340,5,3,5
Casa,550000000,210,7,5,5
Casa,360000000,147,5,1,5
Casa,450000000,107,3,2,6
Casa,790000000,226,5,5,5
Casa,360000000,92,3,2,5
Casa,360000000,201,4,2,5
Casa,280000000,78,3,1,4
Casa,450000000,200,4,2,5
Casa,400000000,102,3,2,5
Casa,370000000,156,3,3,4
Casa,360000000,148,2,2,5
Casa,350000000,154,3,2,4
Casa,320000000,140,2,2,5
Casa,420000000,81,4,2,5
Casa,650000000,220,2,5,6
Casa,700000000,155,4,3,5
Casa,346274398,76,3,3,4
Casa,450000000,120,5,2,4
Casa,820000000,160,5,2,5
Casa,300000000,80,3,1,4
Casa,345000000,83,4,2,4
Casa,1500000000,281,6,4,4
Casa,360000000,200,10,3,4
Casa,240000000,72,3,2,5
Casa,598000000,390,10,6,4
Casa,1800000000,414,5,6,4
Casa,535000000,170,3,4,6
Casa,1255000000,250,4,4,4
Casa,800000000,320,6,5,5
Casa,680000000,140,3,4,5
Casa,850000000,290,3,5,4
Casa,1850000000,407,5,5,5
Casa,1500000000,500,4,4,4
Casa,850000000,360,5,5,6
Casa,1580000000,270,4,4,5
Casa,1352000000,250,5,4,6
Casa,368000000,107,6,3,5
Casa,1800000000,280,4,4,4
Casa,720000000,180,8,5,5
Casa,380000000,120,3,2,5
Casa,1100000000,400,4,5,6
Casa,417500000,83,3,2,5
Casa,1300000000,238,4,5,4
