Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,2200000000,196,3,4,5,Bellavista
Apartamento,440000000,98,3,3,5,Cl. 45 #93-36
Apartamento,680000000,76,2,2,5,Pance
Apartamento,300000000,70,3,2,5,Calle 61 # 9-265
Apartamento,515000000,199,4,4,5,Avenida 3 Norte 12N-25
Apartamento,300000000,70,3,2,5,Gran Limonar
Apartamento,315000000,70,2,2,5,Prados Del Norte
Apartamento,214000000,58,3,2,5,Cra 94A #48-65
Apartamento,193500000,64,3,2,5,Valle De Lili
Apartamento,1080000000,187,3,4,5,Ciudad Jardín
Apartamento,185000000,53,3,2,5,Cl. 43 #109-78
Apartamento,795000000,165,3,3,5,Avenida 10 Norte
Apartamento,285000000,96,3,2,5,Calle 6 A 47- 5
Apartamento,195000000,59,2,2,5,Calle 60  119
Apartamento,280000000,60,3,2,5,Carrera 108 #60-30
Apartamento,229000000,72,3,2,5,Calle 181C # 11 29
Apartamento,499999999,90,2,2,5,Cali
Apartamento,270000000,60,3,2,5,Carrera 108 #60-30
Apartamento,168000000,56,2,2,5,Cra. 83a #46-85
Apartamento,165000000,60,2,2,5,Potrerito
Apartamento,205000000,60,2,1,5,Cl. 49 #111-28
Apartamento,550000000,280,6,4,5,Carrera 32 #31-35
Apartamento,330000000,92,3,2,5,Av. 3f Nte. #42 Norte-1
Apartamento,540000000,107,3,4,5,Valle Del Lili
Apartamento,200000000,55,3,2,5,Av. 2a Nte.
Apartamento,530000000,102,3,3,5,Valle Del Lili
Apartamento,315000000,70,2,2,5,Prados Del Norte
Apartamento,380000000,96,3,3,5,Mayapan
Apartamento,690000000,115,3,4,5,Cl. 42 #73-54
Apartamento,365000000,86,3,2,5,Cl. 14a #69-141
Apartamento,210000000,60,3,2,5,Carrera 119A #60-56
Apartamento,210000000,55,3,2,5,Cra 98C #60-96
Apartamento,850000000,228,3,5,5,Pance
Apartamento,217150000,72,3,2,5,Valle Del Lili
Apartamento,370000000,86,3,2,5,Cl. 11 #87-31
Apartamento,850000000,153,3,3,5,Ciudad Jardín
Apartamento,210000000,65,2,2,5,Cra. 121 A #47A-46
Apartamento,270000000,56,3,2,5,Carrera 108 #60-30
Apartamento,202000000,59,2,2,5,Cl. 60b # 119-47
Apartamento,379000000,102,3,2,5,Cra. 84a
Apartamento,170000000,55,3,2,5,Porteria 2
Apartamento,478000000,132,4,3,5,El Peñon
Apartamento,199999000,62,2,2,5,Cra. 83a #48-24
Apartamento,310000000,68,3,2,5,La Flora
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,210000000,61,2,2,5,Porteria 2
Apartamento,330000000,110,4,2,5,Calle 5 61-82
Apartamento,600000000,105,3,3,5,Santa Anita
Apartamento,509000000,100,3,3,5,Cl. 45 #93-36
Apartamento,255000000,60,2,1,5,Calle 98b # 59 46
Apartamento,172000000,50,2,2,5,CARRERA 83 E 42-71
Apartamento,250000000,82,3,2,5,Cra. 12 #50-42
Apartamento,135000000,49,3,2,5,Cra 85c #43-1
Apartamento,990000000,250,3,4,5,Av 9 Norte #65-94 Menga
Apartamento,230000000,72,3,2,5,Calle 60 # 97 Bis - 46
Apartamento,183500000,52,3,2,5,Cl. 50 #99A-66
Apartamento,230000000,56,2,2,5,Ciudad 2000
Apartamento,170000000,51,2,2,5,Cra. 121 A #48-100
Apartamento,335000000,79,2,2,5,Cañaveral
Apartamento,1200000000,210,3,4,5,El Bosque
Apartamento,270000000,66,3,2,5,Caldas
Apartamento,200000000,31,1,1,5,Urbanización La Flora
Apartamento,290000000,67,3,2,5,Cra. 50 #14C-102
Apartamento,184000000,61,3,2,5,Cra. 94 #34-55
Apartamento,309000000,81,3,2,5,Cra. 99a #45-200
Apartamento,189500000,58,3,2,5,Cl. 2c #73-146
Apartamento,475000000,136,4,3,5,Cra. 72
Apartamento,225500000,60,3,2,5,Calle 55 #99-250
Apartamento,263000000,78,3,2,5,Cl. 2 #66-21
Apartamento,153000000,46,2,2,5,El Establo
Apartamento,700000000,84,2,3,5,El Mameyal
Apartamento,605000000,92,3,2,5,Ciudad Jardín
Apartamento,299000000,79,3,2,5,Cl. 53 #98-91
Apartamento,188000000,55,2,2,5,Cl. 56 #84-33
Apartamento,202000000,59,2,2,5,Cl. 60b #119
Apartamento,301000000,66,3,2,5,Cra. 112 #44-21
Apartamento,263000000,78,3,2,5,La Cascada
Apartamento,215000000,62,2,2,5,Cra 119 C
Apartamento,202500000,58,2,2,5,Cl 45 #121a-39
Apartamento,202500000,58,2,2,5,Villa Fatima
Apartamento,167900000,65,3,1,5,Cra. 1 #56-20
Apartamento,430000000,240,4,3,5,El Ingenio
Apartamento,240000000,72,3,2,5,Primero De Mayo
Apartamento,141000000,50,2,2,5,Las Vegas De Comfandi
Apartamento,320000000,105,3,3,5,El Limonar
Apartamento,231500000,67,2,2,5,Santa Anita
Apartamento,390000000,73,3,2,5,La Flora
Apartamento,365000000,80,3,2,5,El Ingenio
Apartamento,200000000,71,3,2,5,Bajo Jordan
Apartamento,172400000,56,3,2,5,Cra. 101a #42-45
Apartamento,272700000,67,3,2,5,Meléndez
Apartamento,185000000,71,3,2,5,Cl. 3b #96-64
Apartamento,225500000,60,3,2,5,Calle 55 #99-250
Apartamento,395000000,58,3,2,5,Cra. 76 #53-21
Apartamento,610000000,101,2,2,5,Cra. 80 # 39 - 20
Apartamento,430000000,100,3,2,5,Cra. 68 #13b-6
Apartamento,245000000,66,3,2,5,Cra. 85d #48-53
