Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Casa,750000000,600,10,7,5,Villa Colombia
Casa,1500000000,580,8,7,5,El Ingenio
Casa,215000000,93,4,2,3,Jun n
Casa,450000000,225,7,4,5,El Troncal
Casa,390000000,450,8,5,5,CIUDADELA COMFANDI Comuna Colombia Ciudadela Comfandi
Casa,620000000,270,6,5,5,San Fernando Viejo
Casa,530000000,270,5,4,5,Cl a a
Casa,850000000,370,5,5,5,Ciudad Jard n
Casa,910000000,280,5,5,5,Santa Isabel
Casa,4500000000,1,7,9,5,San Fernando
Casa,1300000000,300,5,4,5,San Fernando
Casa,1900000000,290,5,7,5,Pance
Casa,650000000,400,5,5,5,Mayapan Las Vegas
Casa,600000000,200,3,3,5,Pampa Linda
Casa,750000000,246,4,5,5,Ciudad Capri
Casa,6000000000,699,4,6,5,Pance
Casa,960000000,330,5,4,5,San Fernando
Casa,750000000,215,4,5,5,Ciudad Jard n
Casa,1182000000,816,4,4,3,Colseguros
Casa,350000000,251,4,4,5,GJ WV Colombia Corregimiento Pance
Casa,550000000,360,5,4,5,Zona Sur El Cedro
Casa,450000000,148,8,8,5,a El Rodeo
Casa,460000000,130,3,3,4,El Refugio
Casa,51000000,20,1,1,6,Cl Oe Monte Bello Colombia Corregimiento Montebello
Casa,345000000,144,3,3,3,Cra Los Andes Colombia Torres De Comfandi
Casa,550000000,270,4,4,5,Cra a Caney
Casa,589000000,310,5,3,5,Prados Del Norte Prados Del Norte
Casa,145000000,100,4,2,2,Valle Grande Alirio Mora Colombia Valle Grande
Casa,420000000,317,9,3,1,Cra g Alfonso Bonilla Colombia Alfonso Bonilla Arag n
Casa,449000000,250,4,3,4,La Flora Colombia La Flora
Casa,550000000,392,9,6,4,Jun n
Casa,520000000,180,4,3,5,Bella Suiza Bella Suiza Alta
Casa,379000000,147,3,2,4,Ol mpico
Casa,500000000,131,4,3,5,Valle De Lili Valle Del Lili
Casa,370000000,127,5,4,5,El Caney Caney
Casa,4900000,340,5,4,3,San Antonio
Casa,245000000,90,5,3,3,Rivera
Casa,2100000,110,3,2,5,PAMPA LINDA Pampalinda
