Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Apartamento,130000000,47,2,1,5,Santa Anita - La Selva
Apartamento,530000000,116,3,3,4,Urbanización Colseguros
Apartamento,325000000,75,3,2,4,Urbanización La Merced
Apartamento,660000000,119,4,3,5,La Hacienda
Apartamento,570000000,62,1,2,5,Juanambú
Apartamento,380000000,84,3,2,4,El Cedro
Apartamento,252000000,63,3,2,5,Santa Anita - La Selva
Apartamento,350000000,140,3,3,5,Centenario
Apartamento,580000000,90,3,2,4,Urbanización Militar
Apartamento,615525300,107,3,3,4,San Vicente
Apartamento,148000000,54,3,1,5,Ciudad Capri
Apartamento,400000000,146,3,2,5,El Ingenio
Apartamento,205000000,58,2,3,6,Menga
Apartamento,184000000,63,2,2,4,Bosques del Limonar
Apartamento,175000000,51,2,2,5,Las Quintas de Don Simón
Apartamento,225000000,60,2,2,4,Barrio Departamental
Apartamento,170000000,46,3,1,5,Juanambú
Apartamento,200000000,62,3,2,6,Club Campestre
Apartamento,260000000,60,2,2,5,Urbanización San Joaquin
Apartamento,195000000,65,3,2,4,Ciudad 2000
Apartamento,330000000,83,3,2,5,La Flora
Apartamento,660000000,110,3,3,6,Urbanización Ciudad Jardín
Apartamento,630000000,92,3,3,5,Versalles
Apartamento,590000000,81,3,2,6,Urbanización Río Lili
Apartamento,320000000,74,2,2,5,Sector Cañaveralejo Guadalupe
Apartamento,310000000,72,2,2,4,Santa Isabel
Apartamento,600000000,118,2,3,5,Urbanización La Flora
Apartamento,290000000,75,3,2,5,El Peñón
Apartamento,310000000,68,3,2,5,La Hacienda
Apartamento,197000000,64,2,2,6,Ciudad Campestre
Apartamento,237482712,66,2,2,5,Santa Anita - La Selva
Apartamento,220000000,54,2,2,4,Unidad Residencial Santiago de Cali
Apartamento,220000000,56,2,2,5,Mayapan - Las Vegas
Apartamento,165000000,60,3,1,4,Unidad Residencial Santiago de Cali
Apartamento,273500000,65,3,2,6,Urbanización Río Lili
Apartamento,220000000,64,3,2,5,La Hacienda
Apartamento,310000000,77,2,2,4,Villa del Sol
Apartamento,230000000,60,2,2,5,Los Portales - Nuevo Rey
Apartamento,288703805,65,3,2,5,El Bosque
Apartamento,280000000,62,3,2,4,El Refugio
Apartamento,395000000,93,3,3,4,Villa del Sol
Apartamento,195000000,70,2,2,5,Unicentro Cali
Apartamento,180000000,51,3,2,5,Urbanización Tequendama
Apartamento,190000000,69,3,2,4,Primero de Mayo
Apartamento,300000000,84,3,3,4,3 de Julio
Apartamento,297000000,80,3,2,5,La Hacienda
Apartamento,160000000,54,3,2,6,Urbanización Río Lili
Apartamento,290000000,65,3,2,5,Urbanización San Joaquin
Apartamento,380000000,95,3,2,6,Santa Rita
