Tipo,Precio,Área,Habitaciones,Baños,Estrato,Ubicación
Casa,1260000000,320,4,3,5,Ciudad Capri
Casa,780000000,260,3,4,5,Santa Rita
Casa,830000000,237,5,4,5,San Fernando
Casa,248000000,105,6,2,1,El Poblado I
Casa,369900000,300,9,3,5,Manuela Beltrán
Casa,890000000,525,8,9,5,Las Acacias
Casa,258000000,112,4,2,3,Calipso
Casa,430000000,300,12,4,5,La Base
Casa,580000000,400,7,5,4,Vipasa
Casa,207000000,140,3,1,5,Calipso
Casa,193000000,120,4,3,1,Ciudadela del Río
Casa,230000000,90,3,2,3,Prados del Norte
Casa,480000000,300,10,7,3,La Libertad
Casa,550000000,250,4,3,4,Vipasa
Casa,1800000000,500,5,4,5,El Ingenio
Casa,190000000,115,3,2,3,Villa del Lago
Casa,365000000,180,6,3,5,La Base
Casa,600000000,290,5,5,4,El Bosque
Casa,180000000,270,8,4,5,Los Naranjos I
Casa,105000000,58,3,1,2,Villa del Lago
Casa,107000000,78,3,1,1,Puerta del Sol
Casa,580000000,384,12,6,3,Los Andes
Casa,600000000,620,9,4,3,Atanasio Girardot
Casa,570000000,180,4,4,5,San Fernando Viejo
Casa,972000000,314,9,4,5,San Antonio
Casa,588000000,190,7,5,5,San Antonio
Casa,200000000,320,9,2,2,Marroquin
Casa,300000000,154,6,2,3,La Base
Casa,4495000000,536,6,7,5,Caney
Casa,750000000,600,10,7,5,Villa Colombia
Casa,1500000000,580,8,7,5,El Ingenio
Casa,215000000,93,4,2,3,Junín
Casa,450000000,225,7,4,5,El Troncal
Casa,390000000,450,8,5,5,Ciudadela Comfandi
Casa,620000000,270,6,5,5,San Fernando Viejo
Casa,530000000,270,5,4,5,La Cascada
Casa,850000000,370,5,5,5,Ciudad Capri
Casa,910000000,280,5,5,5,Santa Isabel
Casa,4500000000,700,7,9,5,Ciudad Jardin
Casa,1300000000,300,5,4,5,San Fernando Viejo
Casa,1900000000,290,5,7,5,Caney
Casa,650000000,400,5,5,5,Las Vegas
Casa,600000000,200,3,3,5,Pampa Linda
Casa,750000000,246,4,5,5,Ciudad Capri
Casa,6000000000,699,4,6,5,Caney
Casa,960000000,330,5,4,5,San Fernando Viejo
Casa,750000000,215,4,5,5,Ciudad Capri
Casa,1182000000,816,4,4,3,Colseguros Andes
Casa,350000000,251,4,4,5,Pance
Casa,550000000,360,5,4,5,El Cedro
Casa,450000000,148,8,8,5,El Rodeo
Casa,460000000,130,3,3,4,El Refugio
Casa,51000000,20,1,1,6,Montebello
Casa,345000000,144,3,3,3,Torres De Comfandi
Casa,550000000,270,4,4,5,Caney
Casa,589000000,310,5,3,5,Prados del Norte
Casa,145000000,100,4,2,2,Valle Grande
Casa,420000000,317,9,3,1,Alfonso Bonilla Aragón
Casa,449000000,250,4,3,4,La Gran Colombia
Casa,550000000,392,9,6,4,Junín
Casa,520000000,180,4,3,5,Bella Suiza
Casa,379000000,147,3,2,4,Olímpico
Casa,500000000,131,4,3,5,Valle De Lili
Casa,370000000,127,5,4,5,Caney
Casa,4900000,340,5,4,3,San Antonio
Casa,245000000,90,5,3,3,Primavera
Casa,2100000,110,3,2,5,Pampalinda
Casa,495000000,230,4,3,5,Polvorines
Casa,599000000,217,11,5,5,Santa Elena
Casa,970000000,575,5,10,5,El Bosque
Casa,370000000,61,3,3,3,Villa Del Prado
Casa,125000000,76,3,1,3,Villa del Lago
Casa,6000000000,800,4,7,5,Ciudad Jardín
Casa,640000000,185,4,3,6,Ciudad Jardin
Casa,350000000,128,3,3,5,Valle De Lili
Casa,9000000,246,3,4,5,Santa Rita
Casa,1800000000,316,3,5,5,Caney
Casa,430000000,90,3,3,5,Villas De Guadalupe
Casa,370000000,110,5,4,5,La Gran Colombia
Casa,770000000,142,4,3,5,Bella Suiza
Casa,570000000,332,7,2,5,San Vicente
Casa,1399999900,350,4,4,5,La Flora
Casa,1250000000,300,4,6,5,Rozo
Casa,520000000,107,3,3,4,El Morichal
Casa,860000000,336,4,5,5,San Fernando Viejo
Casa,280000000,83,7,2,2,Alfonso Barberena
Casa,595000000,200,5,5,5,Junín
Casa,1280000000,233,5,5,6,Arboledas
Casa,2750000000,647,5,6,5,Caney
Casa,470000000,180,4,4,5,El Limonar
Casa,1100000000,570,5,5,6,Pance
Casa,1300000000,246,4,4,5,Santa Rita
Casa,560000000,266,8,4,4,Ciudad 2000
Casa,850000000,240,4,5,5,Bellavista
Casa,320000000,100,4,3,4,El Limonar
Casa,545000000,240,4,3,5,Panamericano
Casa,660000000,208,3,3,5,Mayapan
Casa,420000000,120,3,3,5,Valle Del Lili
Casa,500000000,180,4,4,5,Valle De Lili
Casa,1100000000,345,3,3,5,Caney
Casa,400000000,83,3,2,4,Valle Del Lili
Casa,180000000,80,2,2,5,Valle Del Lili
