Inmueble,Precio,Área total,Habitaciones,Baños,Estrato,Ubicación
Casa,350.000.000,96 m² cubiertos,3 habitaciones,3 baños,,"Valle De Lili, Comuna 17, Cali, Valle Del Cauca, Colombia, Valle Del Lili, Cali, Valle Del Cauca"
Casa,320.000.000,140 m² cubiertos,8 habitaciones,4 baños,,"Union De Vivienda Popular, Cali, Valle Del Cauca, Colombia, Unión De Vivienda Popular, Cali, Valle Del Cauca"
Casa,250.000.000,150 m² cubiertos,6 habitaciones,3 baños,,"Calle 120 Q # 24-72, Cali, Valle Del Cauca"
Casa,945.000.000,305 m² cubiertos,10 habitaciones,2 baños,,"Cl. 1 #4-42, COMUNA 3, Cali, Valle Del Cauca, Colombia, San Antonio, Cali, Valle Del Cauca"
Casa,890.000.000,350 m² cubiertos,8 habitaciones,9 baños,5,"San Joaquin, Cali, Valle Del Cauca"
Casa,135.000.000,60 m² cubiertos,2 habitaciones,2 baños,,"CALLE 21A #21OESTE 82, Manzanares, Cali, Valle Del Cauca"
Casa,210.000.000,60 m² cubiertos,3 habitaciones,2 baños,,"KR 36 # 95 - 30, Cali, Valle Del Cauca"
Casa,195.000.000,60 m² cubiertos,4 habitaciones,2 baños,,"CARRERA 37 # 101-114, Cali, Valle Del Cauca"
Casa,459.900.000,250 m² cubiertos,9 habitaciones,7 baños,,"CL 29 #32-51, Multicentro, Cali, Valle Del Cauca"
Casa,1.300.000.000,395 m² cubiertos,6 habitaciones,7 baños,4,"Prados Del Limonar Sur, Cali, Valle Del Cauca"
Casa,1.480.000.000,1.500 m² cubiertos,5 habitaciones,5 baños,4,"La Morada, Jamundí, Valle Del Cauca"
Casa,2.500.000.000,600 m² cubiertos,7 habitaciones,3 baños,,"Ciudad Jardín, Cali, Valle Del Cauca"
Casa,440.000.000,350 m² cubiertos,5 habitaciones,5 baños,3,"Villa Del Sur, Cali, Valle Del Cauca"
Casa,775.000.000,431 m² cubiertos,4 habitaciones,4 baños,4,"Praderas De Verde Horizonte, Cali, Valle Del Cauca"
Casa,1.100.000.000,400 m² cubiertos,4 habitaciones,3 baños,4,"La Reforma, Cali, Valle Del Cauca"
Casa,1.020.000.000,200 m² cubiertos,4 habitaciones,2 baños,,"La Buitrera, Cali, Valle Del Cauca"
Casa,195.000.000,90 m² cubiertos,3 habitaciones,2 baños,3,"Santa Bárbara, Cali, Valle Del Cauca"
Casa,390.000.000,72 m² cubiertos,7 habitaciones,3 baños,,"Valle Del Lili, Cali, Valle Del Cauca"
Casa,540.000.000,140 m² cubiertos,4 habitaciones,4 baños,5,"Zona Sur, Ciudad Jardin, Cali, Valle Del Cauca"
Casa,3.900.000.000,3.743 m² cubiertos,7 habitaciones,6 baños,6,"Zona Sur, Pance, Cali, Valle Del Cauca"
Casa,230.000.000,236 m² cubiertos,3 habitaciones,3 baños,,"Talanga, Cali, Valle Del Cauca"
Casa,450.000.000,300 m² cubiertos,7 habitaciones,4 baños,3,"La Base, Cali, Valle Del Cauca"
Casa,545.000.000,560 m² cubiertos,16 habitaciones,8 baños,3,"Los Pinos, Cali, Valle Del Cauca"
Casa,450.000.000,230 m² cubiertos,7 habitaciones,3 baños,2,"Nueva Base, Cali, Valle Del Cauca"
Casa,320.000.000,110 m² cubiertos,5 habitaciones,2 baños,,"Quintas De Salomia, Cali, Valle Del Cauca"
Casa,455.000.000,162 m² cubiertos,3 habitaciones,4 baños,,"Ciudad Country, Jamundí, Valle Del Cauca"
Casa,390.000.000,230 m² cubiertos,8 habitaciones,3 baños,3,"Villa Colombia, Cali, Valle Del Cauca"
Casa,425.000.000,500 m² cubiertos,5 habitaciones,2 baños,3,"Atanasio Girardot, Cali, Valle Del Cauca"
Casa,3.700.000.000,824 m² cubiertos,5 habitaciones,6 baños,,"Arboledas, Cali, Valle Del Cauca"
Casa,350.000.000,250 m² cubiertos,4 habitaciones,4 baños,3,"Alamos, Cali, Valle Del Cauca"
Casa,475.000.000,398 m² cubiertos,11 habitaciones,5 baños,,"San Vicente, Cali, Valle Del Cauca"
Casa,280.000.000,180 m² cubiertos,2 habitaciones,2 baños,,"Valle De Lili, Comuna 17, Cali, Valle Del Cauca, Colombia, Valle Del Lili, Cali, Valle Del Cauca"
Casa,180.000.000,150 m² cubiertos,4 habitaciones,2 baños,,"Decepaz, Cali, Valle Del Cauca"
Casa,250.000.000,280 m² cubiertos,8 habitaciones,5 baños,1,"Los Naranjos, Cali, Valle Del Cauca"
Casa,1.260.000.000,320 m² cubiertos,4 habitaciones,3 baños,5,"Ciudad Jardín, Cali, Valle Del Cauca"
Casa,780.000.000,260 m² cubiertos,3 habitaciones,4 baños,,"Calle 10 Oeste #3-103, Santa Rita, Cali, Valle Del Cauca"
Casa,830.000.000,237 m² cubiertos,5 habitaciones,4 baños,,"Cl. 5b 3, San Fernando, Cali, Valle Del Cauca, Colombia, San Fernando, Cali, Valle Del Cauca"
Casa,248.000.000,105 m² cubiertos,6 habitaciones,2 baños,1,"Poblado, Cali, Valle Del Cauca"
Casa,369.900.000,300 m² cubiertos,9 habitaciones,3 baños,,"Cra 26 #112-34, Manuela Beltrán, Cali, Valle Del Cauca"
Casa,890.000.000,525 m² cubiertos,8 habitaciones,9 baños,,"Cra. 17d #23-18, Cali, Valle Del Cauca, Colombia, Las Acacias, Cali, Valle Del Cauca"
Casa,258.000.000,112 m² cubiertos,4 habitaciones,2 baños,3,"0 SN, Calipso, Cali, Valle Del Cauca"
Casa,430.000.000,300 m² cubiertos,12 habitaciones,4 baños,,"Nueva Base, Cali, Valle Del Cauca"
Casa,580.000.000,400 m² cubiertos,7 habitaciones,5 baños,4,"Vipasa, Cali, Valle Del Cauca"
Casa,207.000.000,140 m² cubiertos,3 habitaciones,1 baño,,"0 SN, Calipso, Cali, Valle Del Cauca"
Casa,193.000.000,120 m² cubiertos,4 habitaciones,3 baños,1,"Ciudadela Del Rio, Cali, Valle Del Cauca"
Casa,230.000.000,90 m² cubiertos,3 habitaciones,2 baños,3,"Palmeras Del Norte, Cali, Valle Del Cauca"
Casa,480.000.000,300 m² cubiertos,10 habitaciones,7 baños,3,"La Rivera 2, Cali, Valle Del Cauca"
Casa,550.000.000,250 m² cubiertos,4 habitaciones,3 baños,4,"Vipasa, Cali, Valle Del Cauca"
Casa,1.800.000.000,500 m² cubiertos,5 habitaciones,4 baños,,"El Ingenio, Cali, Valle Del Cauca"
Casa,190.000.000,115 m² cubiertos,3 habitaciones,2 baños,3,"Villa Del Prado, Cali, Valle Del Cauca"
Casa,365.000.000,180 m² cubiertos,6 habitaciones,3 baños,,"La Base, Cali, Valle Del Cauca"
Casa,600.000.000,290 m² cubiertos,5 habitaciones,5 baños,4,"El Bosque, Cali, Valle Del Cauca"
Casa,180.000.000,270 m² cubiertos,8 habitaciones,4 baños,,"Los Naranjos, Cali, Valle Del Cauca"
Casa,105.000.000,58 m² cubiertos,3 habitaciones,1 baño,2,"Villa Del Lago, Cali, Valle Del Cauca"
Casa,107.000.000,78 m² cubiertos,3 habitaciones,1 baño,1,"Puertas Del Sol, Cali, Valle Del Cauca"
Casa,580.000.000,384 m² cubiertos,12 habitaciones,6 baños,3,"Los Andes, Cali, Valle Del Cauca"
Casa,600.000.000,620 m² cubiertos,9 habitaciones,4 baños,3,"Atanasio Girardot, Cali, Valle Del Cauca"
Casa,570.000.000,180 m² cubiertos,4 habitaciones,4 baños,5,"Cali, Valle Del Cauca"
Casa,972.000.000,314 m² cubiertos,9 habitaciones,4 baños,,"Cl. 1 #4-50, COMUNA 3, Cali, Valle Del Cauca, Colombia, San Antonio, Cali, Valle Del Cauca"
Casa,588.000.000,190 m² cubiertos,7 habitaciones,5 baños,,"Cra. 4b #1-16, COMUNA 3, Cali, Valle Del Cauca, Colombia, San Antonio, Cali, Valle Del Cauca"
Casa,200.000.000,320 m² cubiertos,9 habitaciones,2 baños,1,"12 De Octubre, Cali, Valle Del Cauca"
Casa,300.000.000,154 m² cubiertos,6 habitaciones,2 baños,3,"Nueva Base, Cali, Valle Del Cauca"
Casa,4.495.000.000,536 m² cubiertos,6 habitaciones,7 baños,,"Pance, Cali, Valle Del Cauca"
Casa,750.000.000,600 m² cubiertos,10 habitaciones,7 baños,,"Villa Colombia, Cali, Valle Del Cauca"
Casa,1.500.000.000,580 m² cubiertos,8 habitaciones,7 baños,5,"El Ingenio, Cali, Valle Del Cauca"
Casa,215.000.000,93 m² cubiertos,4 habitaciones,2 baños,3,"Junín, Cali, Valle Del Cauca"
Casa,450.000.000,225 m² cubiertos,7 habitaciones,4 baños,,"El Troncal, Cali, Valle Del Cauca"
Casa,390.000.000,450 m² cubiertos,8 habitaciones,5 baños,,"CIUDADELA COMFANDI, Comuna 17, Cali, Valle Del Cauca, Colombia, Ciudadela Comfandi, Cali, Valle Del Cauca"
Casa,620.000.000,270 m² cubiertos,6 habitaciones,5 baños,,"San Fernando Viejo, Cali, Valle Del Cauca"
Casa,530.000.000,270 m² cubiertos,5 habitaciones,4 baños,,"Cl. 2a #64a15, Cali, Valle Del Cauca"
Casa,850.000.000,370 m² cubiertos,5 habitaciones,5 baños,,"Ciudad Jardín, Cali, Valle Del Cauca"
Casa,910.000.000,280 m² cubiertos,5 habitaciones,5 baños,,"Santa Isabel, Cali, Valle Del Cauca"
Casa,4.500.000.000,1.400 m² cubiertos,7 habitaciones,9 baños,5,"Cali, Valle Del Cauca"
Casa,1.300.000.000,300 m² cubiertos,5 habitaciones,4 baños,5,"Cali, Valle Del Cauca"
Casa,1.900.000.000,290 m² cubiertos,5 habitaciones,7 baños,,"Pance, Cali, Valle Del Cauca"
Casa,650.000.000,400 m² cubiertos,5 habitaciones,5 baños,,"Mayapan - Las Vegas, Cali, Valle Del Cauca"
Casa,600.000.000,200 m² cubiertos,3 habitaciones,3 baños,5,"Pampa Linda, Cali, Valle Del Cauca"
Casa,750.000.000,246 m² cubiertos,4 habitaciones,5 baños,5,"Ciudad Capri, Cali, Valle Del Cauca"
Casa,6.000.000.000,699 m² cubiertos,4 habitaciones,6 baños,,"Pance, Cali, Valle Del Cauca"
Casa,960.000.000,330 m² cubiertos,5 habitaciones,4 baños,,"Cali, Valle Del Cauca"
Casa,750.000.000,215 m² cubiertos,4 habitaciones,5 baños,,"Ciudad Jardín, Cali, Valle Del Cauca"
Casa,1.182.000.000,816 m² cubiertos,4 habitaciones,4 baños,3,"Colseguros, Cali, Valle Del Cauca"
Casa,350.000.000,251 m² cubiertos,4 habitaciones,4 baños,5,"89GJ+WV Cali, Valle Del Cauca, Colombia, Corregimiento Pance, Cali, Valle Del Cauca"
Casa,550.000.000,360 m² cubiertos,5 habitaciones,4 baños,,"Zona Sur, El Cedro, Cali, Valle Del Cauca"
Casa,450.000.000,148 m² cubiertos,8 habitaciones,8 baños,,"Calle 39 #25a-68, El Rodeo, Cali, Valle Del Cauca"
Casa,460.000.000,130 m² cubiertos,3 habitaciones,3 baños,4,"Cali, El Refugio, Valle Del Cauca"
Casa,51.000.000,20 m² cubiertos,1 habitación,1 baño,6,"Cl. 12 Oe. ##3985, Monte Bello, Cali, Valle Del Cauca, Colombia, Corregimiento Montebello, Cali, Valle Del Cauca"
Casa,345.000.000,144 m² cubiertos,3 habitaciones,3 baños,3,"Cra 2 #55-42, Los Andes, Cali, Valle Del Cauca, Colombia, Torres De Comfandi, Cali, Valle Del Cauca"
Casa,550.000.000,270 m² cubiertos,4 habitaciones,4 baños,,"Cra. 82a #49-29, Caney, Cali, Valle Del Cauca"
Casa,589.000.000,310 m² cubiertos,5 habitaciones,3 baños,,"Prados Del Norte, Prados Del Norte, Cali, Valle Del Cauca"
Casa,145.000.000,100 m² cubiertos,4 habitaciones,2 baños,2,"Valle Grande, Alirio Mora, Cali, Valle Del Cauca, Colombia, Valle Grande, Cali, Valle Del Cauca"
Casa,420.000.000,317 m² cubiertos,9 habitaciones,3 baños,1,"Cra. 27g #83-11, Alfonso Bonilla, Cali, Valle Del Cauca, Colombia, Alfonso Bonilla Aragón, Cali, Valle Del Cauca"
Casa,449.000.000,250 m² cubiertos,4 habitaciones,3 baños,4,"La Flora, Cali, Valle Del Cauca, Colombia, La Flora, Cali, Valle Del Cauca"
Casa,550.000.000,392 m² cubiertos,9 habitaciones,6 baños,4,"Calle 10A #27-15, Junín, Cali, Valle Del Cauca"
Casa,520.000.000,180 m² cubiertos,4 habitaciones,3 baños,5,"Bella Suiza, Bella Suiza Alta, Cali, Valle Del Cauca"
Casa,379.000.000,147 m² cubiertos,3 habitaciones,2 baños,4,"Olímpico, Cali, Valle Del Cauca"
Casa,500.000.000,131 m² cubiertos,4 habitaciones,3 baños,5,"Valle De Lili, Valle Del Lili, Cali, Valle Del Cauca"
Casa,370.000.000,127 m² cubiertos,5 habitaciones,4 baños,,"El Caney, Caney, Cali, Valle Del Cauca"
Casa,4.900.000,340 m² cubiertos,5 habitaciones,4 baños,3,"San Antonio, Cali, Valle Del Cauca"
Casa,245.000.000,90 m² cubiertos,5 habitaciones,3 baños,3,"Rivera, Cali, Valle Del Cauca"
Casa,2.100.000,110 m² cubiertos,3 habitaciones,2 baños,,"PAMPA LINDA, Pampalinda, Cali, Valle Del Cauca"
Casa,495.000.000,230 m² cubiertos,4 habitaciones,3 baños,,"La Buitrera, Polvorines, Cali, Valle Del Cauca"
Casa,599.000.000,217 m² cubiertos,11 habitaciones,5 baños,,"Santa Elena, Santa Elena, Cali, Valle Del Cauca"
Casa,970.000.000,575 m² cubiertos,5 habitaciones,10 baños,5,"El Bosque, El Bosque, Cali, Valle Del Cauca"
Casa,370.000.000,61 m² cubiertos,3 habitaciones,3 baños,3,"Carrera 4c #59cbis 83, Villa Del Prado, Cali, Valle Del Cauca"
Casa,125.000.000,76 m² cubiertos,3 habitaciones,1 baño,3,"Villa Del Lago, Cali, Valle Del Cauca"
Casa,6.000.000.000,800 m² cubiertos,4 habitaciones,7 baños,,"Cra 106 SN, Ciudad Jardín, Cali, Valle Del Cauca"
Casa,640.000.000,185 m² cubiertos,4 habitaciones,3 baños,6,"Ciudad Jardín, Ciudad Jardín, Cali, Valle Del Cauca"
Casa,350.000.000,128 m² cubiertos,3 habitaciones,3 baños,,"Valle De Lili, Valle Del Lili, Cali, Valle Del Cauca"
Casa,9.000.000,246 m² cubiertos,3 habitaciones,4 baños,5,"Cl. 2 Oe. #12-60, Santa Rita, Cali, Valle Del Cauca"
Casa,1.800.000.000,316 m² cubiertos,3 habitaciones,5 baños,,"Pance, Cali, Valle Del Cauca"
Casa,430.000.000,90 m² cubiertos,3 habitaciones,3 baños,,"Cl. 30 #120-19, Villas De Guadalupe, Cali, Valle Del Cauca"
Casa,370.000.000,110 m² cubiertos,5 habitaciones,4 baños,5,"Cra. 83a #48-24, Comuna 17, Cali, Valle Del Cauca, Colombia, Caney, Cali, Valle Del Cauca"
Casa,770.000.000,142 m² cubiertos,4 habitaciones,3 baños,,"Bella Suiza, Bella Suiza Alta, Cali, Valle Del Cauca"
Casa,570.000.000,332 m² cubiertos,7 habitaciones,2 baños,5,"Avenida  2a BIS  28N - 35, San Vicente, Cali, Valle Del Cauca"
Casa,1.399.999.900,350 m² cubiertos,4 habitaciones,4 baños,5,"La Reforma, Cali, Valle Del Cauca"
Casa,1.250.000.000,300 m² cubiertos,4 habitaciones,6 baños,,"Rozo, Cali, Valle Del Cauca"
Casa,520.000.000,107 m² cubiertos,3 habitaciones,3 baños,4,"Cl. 30 #120-19, Bochalema, Cali, Valle Del Cauca"
Casa,860.000.000,336 m² cubiertos,4 habitaciones,5 baños,5,"Cali, Valle Del Cauca"
Casa,280.000.000,83 m² cubiertos,7 habitaciones,2 baños,2,"Calle 33h #24b-22, Alfonso Barberena, Cali, Valle Del Cauca, Colombia, Alfonso Barberena, Cali, Valle Del Cauca"
Casa,595.000.000,200 m² cubiertos,5 habitaciones,5 baños,,"Cra. 28 #10a-129, Junín, Cali, Valle Del Cauca"
Casa,1.280.000.000,233 m² cubiertos,5 habitaciones,5 baños,6,"La Arboleda, Cali, Valle Del Cauca"
Casa,2.750.000.000,647 m² cubiertos,5 habitaciones,6 baños,,"Pance, Cali, Valle Del Cauca"
Casa,470.000.000,180 m² cubiertos,4 habitaciones,4 baños,,"Zona Sur, El Limonar, Cali, Valle Del Cauca"
Casa,1.100.000.000,570 m² cubiertos,5 habitaciones,5 baños,6,"Zona Sur, Pance, Cali, Valle Del Cauca"
Casa,1.300.000.000,246 m² cubiertos,4 habitaciones,4 baños,5,"Cl. 2 Oe. #12-60, Santa Rita, Cali, Valle Del Cauca"
Casa,560.000.000,266 m² cubiertos,8 habitaciones,4 baños,4,"Cl. 42A #50-47, Ciudad 2000, Cali, Valle Del Cauca"
Casa,850.000.000,240 m² cubiertos,4 habitaciones,5 baños,,"Bellavista, Cali, Valle Del Cauca"
Casa,320.000.000,100 m² cubiertos,4 habitaciones,3 baños,4,"El Limonar, Cali, Valle Del Cauca"
Casa,545.000.000,240 m² cubiertos,4 habitaciones,3 baños,5,"Cra. 53a #7-47, Panamericano, Cali, Valle Del Cauca"
Casa,660.000.000,208 m² cubiertos,3 habitaciones,3 baños,5,"Zona Sur, Mayapan, Cali, Valle Del Cauca"
Casa,420.000.000,120 m² cubiertos,3 habitaciones,3 baños,,"Norte, Sur, Oeste, Rural, Aledañas, Cali, Valle Del Cauca"
Casa,500.000.000,180 m² cubiertos,4 habitaciones,4 baños,,"Zona Sur, Valle De Lili, Cali, Valle Del Cauca"
Casa,1.100.000.000,345 m² cubiertos,3 habitaciones,3 baños,,"Pance, Cali, Valle Del Cauca"
Casa,400.000.000,83 m² cubiertos,3 habitaciones,2 baños,4,"Valle De Lili, Valle Del Lili, Cali, Valle Del Cauca"
Casa,180.000.000,80 m² cubiertos,2 habitaciones,2 baños,,"Norte, Sur, Oeste, Rural, Aledañas, Cali, Valle Del Cauca"
